"Latitude","Longitude","pred_prob"
26.708381,88.426874,0.752117870771212
23.940848,91.988152,0.328363137850566
28.6,77.24,0.768326872876494
28.6,77.24,0.768326872876494
28.6,77.24,0.768326872876494
28.6,77.24,0.768326872876494
28.6,77.24,0.768326872876494
28.55,77.19,0.856147075063111
26.026999,78.144733,0.402099866305656
15.19289,76.706358,0.944104346072954
12.31,76.63,0.642580248955618
26.17,75.78,0.157798244706329
26.5,77.02,0.040416919528536
25.35,74.63,0.342258812212138
20.61,72.926,0.146105593547676
22.3,73.2,0.76119788005014
21.17024,72.831061,0.346877053585904
29.75,78.53,0.775575261308206
30.318,78.029,0.639088831275759
28.6,77.2,0.013270581067567
28.614167,77.303889,0.013270581067567
19.266667,76.783333,0.590614582641936
18.975,72.825833,0.648867346877655
19.172431,72.957019,0.340313805136006
17.758889,73.185556,0.269831945041594
18.99,75.76,0.505438016401094
29.292485,76.231115,0.00672969081567408
20.73,81.2,0.378818380843118
31.005836,76.554497,0.183707012050598
27.87884,78.129546,0.476529175117418
30.59,76.84,0.0613123639444678
30.65,76.85,0.0613123639444678
9.29819,76.476344,0.963106940007505
16.711,81.092,0.606569247772764
12.97,77.5,0.172095455495251
